 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.4E+00 0.6E+00 0.2E+00 0.1E+00 0.2E+00 0.6E+00 0.7E+00 0.7E+00 0.4E+00 0.4E+00 0.5E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.2E+00 0.6E+00 0.2E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.4E+00 0.6E+00 0.5E+00 0.8E+00
 0.5E+00 0.4E+00 0.1E+00 0.1E+00 0.5E+00 0.5E+00 0.5E+00 0.5E+00 0.5E+00 0.9E+00 0.7E+00 0.4E+00 0.5E+00 0.8E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.4E+00 0.6E+00 0.6E+00 0.2E+00 0.1E+00 0.1E+00 0.2E+00 0.6E+00 0.6E+00 0.4E+00 0.4E+00
 0.1E+00 0.4E+00 0.5E+00 0.5E+00 0.4E+00 0.1E+00 0.1E+00 0.2E+00 0.4E+00 0.6E+00 0.4E+00 0.0E+00 0.1E+00 0.5E+00 0.5E+00 0.2E+00 0.1E+00 0.0E+00 0.0E+00 0.1E+00 0.4E+00 0.4E+00 0.2E+00 0.2E+00 0.5E+00 0.4E+00 0.3E+00 0.1E+01 0.5E+00 0.1E+00 0.0E+00 0.0E+00
 0.0E+00 0.2E+00 0.6E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.4E+00 0.4E+00 0.0E+00 0.0E+00 0.4E+00 0.6E+00 0.6E+00 0.5E+00 0.2E+00 0.1E+00 0.2E+00 0.6E+00 0.2E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.4E+00 0.6E+00 0.4E+00 0.0E+00 0.0E+00 0.0E+00
 0.0E+00 0.2E+00 0.5E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.4E+00 0.6E+00 0.4E+00 0.4E+00 0.6E+00 0.2E+00 0.1E+00 0.3E+00 0.7E+00 0.4E+00 0.5E+00 0.1E+01 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.4E+00 0.4E+00 0.3E+00 0.5E+00 0.1E+00 0.0E+00 0.0E+00
 0.0E+00 0.4E+00 0.4E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.6E+00 0.4E+00 0.5E+00 0.6E+00 0.2E+00 0.0E+00 0.0E+00 0.2E+00 0.7E+00 0.8E+00 0.8E+00 0.5E+00 0.4E+00 0.4E+00 0.4E+00 0.6E+00 0.4E+00 0.1E+00 0.5E+00 0.2E+00 0.0E+00 0.0E+00
 0.1E+00 0.5E+00 0.6E+00 0.4E+00 0.2E+00 0.1E+00 0.0E+00 0.1E+00 0.4E+00 0.4E+00 0.1E+00 0.0E+00 0.1E+00 0.4E+00 0.4E+00 0.1E+00 0.1E+00 0.4E+00 0.6E+00 0.4E+00 0.6E+00 0.6E+00 0.4E+00 0.4E+00 0.4E+00 0.5E+00 0.5E+00 0.1E+00 0.3E+00 0.5E+00 0.1E+00 0.0E+00
 0.5E+00 0.9E+00 0.5E+00 0.4E+00 0.5E+00 0.5E+00 0.4E+00 0.5E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.2E+00 0.6E+00 0.5E+00 0.5E+00 0.5E+00 0.1E+00 0.0E+00 0.4E+00 0.4E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.5E+00 0.5E+00 0.8E+00 0.5E+00 0.4E+00
 0.6E+00 0.5E+00 0.1E+00 0.0E+00 0.1E+00 0.2E+00 0.6E+00 0.5E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.2E+00 0.6E+00 0.4E+00 0.6E+00 0.4E+00 0.0E+00 0.1E+00 0.5E+00 0.6E+00 0.1E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.5E+00 0.4E+00 0.4E+00 0.4E+00 0.4E+00
 0.4E+00 0.4E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.2E+00 0.6E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.2E+00 0.0E+00 0.4E+00 0.6E+00 0.4E+00 0.6E+00 0.5E+00 0.5E+00 0.6E+00 0.4E+00 0.4E+00 0.5E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00
 0.4E+00 0.4E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.6E+00 0.5E+00 0.4E+00 0.4E+00 0.4E+00 0.5E+00 0.6E+00 0.2E+00 0.1E+00 0.5E+00 0.6E+00 0.8E+00 0.4E+00 0.1E+00 0.1E+00 0.2E+00 0.4E+00 0.6E+00 0.5E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00
 0.6E+00 0.5E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.4E+00 0.6E+00 0.4E+00 0.4E+00 0.4E+00 0.4E+00 0.5E+00 0.5E+00 0.5E+00 0.5E+00 0.2E+00 0.5E+00 0.2E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.6E+00 0.4E+00 0.3E+00 0.1E+00 0.1E+00 0.2E+00 0.4E+00
 0.5E+00 0.5E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.2E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.2E+00 0.6E+00 0.4E+00 0.0E+00 0.4E+00 0.4E+00 0.0E+00 0.0E+00 0.1E+00 0.4E+00 0.5E+00 0.4E+00 0.4E+00 0.5E+00 0.6E+00 0.5E+00 0.6E+00 0.8E+00
 0.1E+00 0.1E+00 0.4E+00 0.4E+00 0.1E+00 0.0E+00 0.2E+00 0.6E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.2E+00 0.6E+00 0.4E+00 0.6E+00 0.2E+00 0.0E+00 0.1E+00 0.4E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.7E+00 0.5E+00 0.4E+00
 0.0E+00 0.0E+00 0.1E+00 0.4E+00 0.5E+00 0.4E+00 0.6E+00 0.7E+00 0.2E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.3E+00 0.5E+00 0.6E+00 0.4E+00 0.1E+00 0.1E+00 0.4E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.4E+00 0.8E+00 0.5E+00 0.1E+00
 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.6E+00 0.4E+00 0.4E+00 0.5E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.4E+00 0.5E+00 0.7E+00 0.5E+00 0.4E+00 0.5E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.1E+01 0.4E+00 0.0E+00
 0.1E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.2E+00 0.0E+00 0.0E+00 0.1E+00 0.4E+00 0.4E+00 0.2E+00 0.2E+00 0.4E+00 0.5E+00 0.6E+00 0.3E+00 0.5E+00 0.5E+00 0.5E+00 0.8E+00 0.5E+00 0.2E+00 0.1E+00 0.0E+00 0.0E+00 0.1E+00 0.4E+00 0.5E+00 0.5E+00 0.6E+00 0.2E+00
 0.4E+00 0.1E+00 0.1E+00 0.4E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.6E+00 0.5E+00 0.4E+00 0.6E+00 0.7E+00 0.5E+00 0.4E+00 0.1E+00 0.1E+00 0.5E+00 0.6E+00 0.5E+00 0.5E+00 0.4E+00 0.4E+00 0.6E+00 0.6E+00 0.2E+00 0.1E+00 0.4E+00 0.8E+00
 0.5E+00 0.5E+00 0.5E+00 0.6E+00 0.2E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.4E+00 0.5E+00 0.1E+00 0.1E+00 0.7E+00 0.5E+00 0.2E+00 0.1E+00 0.0E+00 0.1E+00 0.5E+00 0.2E+00 0.1E+00 0.2E+00 0.4E+00 0.4E+00 0.4E+00 0.5E+00 0.4E+00 0.2E+00 0.4E+00 0.5E+00
 0.1E+00 0.3E+00 0.4E+00 0.5E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.4E+00 0.4E+00 0.1E+00 0.4E+00 0.4E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.2E+00 0.5E+00 0.1E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.0E+00 0.1E+00 0.5E+00 0.6E+00 0.4E+00 0.1E+00
